smiles,Fu_final,lgFu,Fu_train_test
CN=C(c1nn(c2c1CCc1c2nc(nc1)NC1CCN(CC1)C(=O)C1CCN(CC1)S(=O)(=O)C)C)O,0.31,-0.508638306,train
CN1CCN(CC1c1nc(C(=NCc2ccc(cc2)F)O)c(c(=O)n1C)O)S(=O)(=O)C,0.31,-0.508638306,test
ON=C([C@](S(=O)(=O)C)(CCn1ccc(cc1=O)c1ccc(cc1F)OC)C)O,0.31,-0.508638306,train
CON=C(N(C1CCN(CC1)[C@@H](CCN=C(c1c(C)cc(n(=O)c1Cl)Cl)O)C)Cc1cscc1)O,0.31,-0.508638306,train
N=c1scc([nH]1)/C(=N/OC(C(=O)O)(C)C)/C(=N[C@H]1[C@H](C)N(C1=O)C(=NS(=O)(=O)N1C[C@H](CC1=O)n1nnc(c1)c1[nH]cc(c(=O)c1)O)O)O,0.31,-0.508638306,train
COC1=CC=CC=C1OC(C1CNCCO1)C1=CC=CC=C1,0.3088,-0.510322708,train
COC1=CC2=C(C=C1)C=CC(=O)N2CCN1CCC(CC1)NCC1=CC2OCCOC=2C=N1,0.3088,-0.510322708,train
O=C(C1C=CC(Cl)=C(C=1)C(=O)NCC12CC3CC(C1)CC(C2)C3)N1CC2CNCC(C1)O2,0.3088,-0.510322708,train
COC1C=C(OC)C(=CC=1S(=O)(=O)N1C(C)CCC2=CC=CC=C12)NC(=S)NCC(O)=O,0.3088,-0.510322708,train
CC(C)(C)NC(=O)NCCN1CCN(CC(=O)NC23CC4CC(C2)CC(C3)C4)CC1,0.3088,-0.510322708,train
COc1ccc2c(n1)c([C@H](CN1CCC(CC1)NCc1ncc3c(c1)OCCO3)O)c(cn2)F,0.307,-0.512861625,test
CC1=CC(=NN1CC(O)CN)C1=CC(C(=O)NCC2(O)CCCCCC2)=C(Cl)C=C1,0.3039,-0.5172693,train
CCS(=O)(=O)C1=CC2=C(C=C1)OCC(=O)N2CCN1CCC(CC1)NCC1C=CC2OCC(=O)NC=2N=1,0.3039,-0.5172693,train
CC(NC1=NC(NC2C=C(C)NN=2)=C(C)N=C1C#N)C1N=CC(F)=CN=1,0.3039,-0.5172693,train
COC1=CC(OC)=C(C=C1NC(=O)CCC(O)=O)S(=O)(=O)NCC1=CC=CC=C1N1CCCCC1,0.3039,-0.5172693,train
OC1=NCCN(C1)C(=O)Cc1ccc(c(c1)Cl)c1ccc(cc1)N1CCOc2c(C1=O)c(N)ncn2,0.302,-0.519993057,train
CN(C)C(=O)C(C1C=CC=CC=1)C1C=CC=CC=1,0.301,-0.521433504,train
CN1CCN(CC1)c1cc(Cl)c2c(c1)nc([nH]2)Nc1ccc(cn1)Br,0.301,-0.521433504,train
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,0.300000005,-0.522878738,train
O=C1CN2C3CC1CC2CC(C3)OC(=O)C1=CNC2C=CC=CC=21,0.300000005,-0.522878738,train
CN1CC(C=C2C1CC1=CNC3=CC=CC2=C13)NC(=O)N(CC)CC,0.300000005,-0.522878738,train
N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,0.300000005,-0.522878738,train
CN1C2CC(CC1CC2)OC(=O)C1=CNC2C=CC=CC=21,0.300000005,-0.522878738,train
CCC1(C2CCCCC=2)C(=O)NC(=O)NC1=O,0.300000005,-0.522878738,train
CC1OC(NS(=O)(=O)C2C=CC(N)=CC=2)=NC=1C,0.300000005,-0.522878738,train
CN1C(=O)CN=C(C2C=C(Cl)C=CC1=2)C1CCCCC=1,0.300000005,-0.522878738,train
CCCS(=O)C1C=C2N=C(NC(=O)OC)NC2=CC=1,0.300000005,-0.522878738,train
CC1C=CC=CC=1,0.3,-0.522878745,train
CC(=O)Oc1ccccc1C(=O)O,0.3,-0.522878745,train
CCN(CC)CC(=O)Nc1c(C)cccc1C,0.3,-0.522878745,test
CN(C)CCCN1c2ccccc2CCc2ccccc21,0.3,-0.522878745,train
Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,0.3,-0.522878745,test
CN1C2C3(CCN4CC=CC(CC)(C34)C(O)C2(O)C(N)=O)C2C=C(C(=CC1=2)OC)C1(CC2CC(O)(CN(C2)CCC2=C1NC1C=CC=CC2=1)CC)C(=O)OC,0.3,-0.522878745,train
OC(=NCc1ncccc1F)Cn1c(Cl)c[nH]c(=NCC(c2ccccn2=O)(F)F)c1=O,0.3,-0.522878745,train
OC(=NCc1ccc(=N)[nH]c1C)Cn1c(C)cc(c(c1=O)N)S(=O)(=O)CC1CC1,0.3,-0.522878745,test
N[C@@H](C1CCN(CC1)C(=O)c1cnc2n(c1C)nc(c2)C)Cc1cc(F)c(cc1F)F,0.3,-0.522878745,test
COC(=O)N1CC2(CC2)C[C@@H]([C@H]1C(=O)N1CCC(C=C1)c1ccccc1)C(=NO)O,0.3,-0.522878745,train
CN1CCN(CC1c1nc(C(=NCc2ccc(cc2)F)O)c(c(=O)n1C)O)C(=O)C,0.3,-0.522878745,train
Fc1ccc(cc1)CN=C(c1nc2C(CCCn2c(=O)c1O)N(C(=O)CS(=O)(=O)C)C)O,0.3,-0.522878745,train
N#Cc1ncc(nc1O[C@@H](CN(C)C)C)Nc1ncc(c(c1)NC)c1cnn(c1)C,0.3,-0.522878745,test
OCCN=C(c1cn(c2c1ncc(c2)C)Cc1ncnc(c1C)N(C)C)O,0.3,-0.522878745,train
OCCN=C(c1cn(c2c1ncc(c2)C)Cc1ncnc(c1C)OC(F)F)O,0.3,-0.522878745,train
OCCN=C(c1cn(c2c1ncc(c2)OC)Cc1ncnc(c1C)N(C)C)O,0.3,-0.522878745,train
OC(=O)C1=CN(CC2C=CC=CC=2)C2=CC(=C(F)C=C2C1=O)N1CCNCC1,0.299,-0.524328812,train
CCOC1=CC(CN2CCC(CC2)NC2=NC3C=C(C=CC=3O2)S(N)(=O)=O)=CC(OCC)=C1N,0.299,-0.524328812,train
CC(=O)N1CCN(CC1)C1=NC2C(=O)N(CC=2C(NC(C)C2C=CC(=CC=2)OCC)=N1)C(C)C,0.299,-0.524328812,train
CC(C)(C)NC(=O)CN1CCN(CC(=O)NC23CC4CC(C2)CC(C3)C4)CC1,0.299,-0.524328812,train
OC(=O)C1=CC=CC=C1CN1CCC(CN2CCC(CC2)OC2C=CC(Cl)=C(Cl)C=2)CC1,0.299,-0.524328812,train
OCCOC1C=CC=CC=1,0.296618834,-0.527801277,train
O=C([C@](c1cccs1)(N1CCCCC1)C)O[C@H]1C[N+]2(CCC1CC2)CC(=O)[NH+]=c1[n-]occ1,0.296,-0.528708289,train
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,0.2925,-0.53387413,test
O=C1COCCN1c1ccc(cc1F)C1ON=C(C1)c1ccc(o1)N(=O)=O,0.292,-0.534617149,train
N#CC1(CCN(CC1)Cc1cc(C(=O)O)c(=O)n2c1cccc2)c1ccccn1,0.291,-0.536107011,train
CC(C)=CC1C(C(=O)OC2CC(=O)C(CC=C)=C2C)C1(C)C,0.29004525,-0.537534242,train
N=c1scc([nH]1)/C(=N/OC(C(=O)O)(C)C)/C(=NC1CN(C1=O)C(=NS(=O)(=O)N1CCN(C1=O)N=C(c1[nH]cc(c(=O)c1)O)O)O)O,0.29,-0.537602002,train
CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,0.29,-0.537602002,train
OC[C@H]1N(CCCCCCOC2CCCCCC2)C[C@@H]([C@H]([C@@H]1O)O)O,0.29,-0.537602002,train
O=C(CCCCCCC(=O)Nc1ccccc1)NO,0.289999998,-0.537602006,train
CCC1C=C(C(O)=O)C(=NC=1)C1NC(=O)C(C)(N=1)C(C)C,0.289918165,-0.537724573,test
CCN(CCN1C2=CC(=CC(=C2C(O)(C2=CC=CC=C2Cl)C1=O)C(F)(F)F)C(N)=O)CC,0.2895,-0.538351432,train
COC1C=CC(=CC=1)NC(=O)C1C=CN=C(N)N=1,0.2895,-0.538351432,train
CS(=O)(=O)N1CCC(CC1)NC(=O)NC12CC3CC(C1)CC(C2)C3,0.2895,-0.538351432,train
N#CC1C=CC(=CC=1)C(=O)NC1=CN=C(C=C1)N1C=NC=C1,0.2895,-0.538351432,train
C1=CC=CC2NN=NC=21,0.287,-0.542118103,train
N#CN=C1SCCN1CC1C=NC(Cl)=CC=1,0.286616169,-0.542699314,train
OC1C=CC(=CC=1NC=O)C(O)CNCCC1C=CC(=CC=1)NCC(O)C1C=CC=CC=1,0.2847,-0.545612533,test
NC1=NC2(CCN(CC2)C(=O)C2C=CC(=CC=2)C#N)NC2C1=C(F)C=CC=2F,0.2847,-0.545612533,train
CC(C)N(CC1OC(C(O)C1O)N1C=NC2C1=NC=NC=2N)CCCNC(=O)NC1C=CC(=CC=1)C(C)(C)C,0.2847,-0.545612533,test
COc1cc(NC(C)CCCN)c2ncccc2c1,0.28404225,-0.546617055,train
CCNC1=NC(Cl)=NC(NCC)=N1,0.283416502,-0.547574867,test
CC(CC)OC(=O)N1CCCCC1CCO,0.283363335,-0.547656345,train
O[C@@H]([C@H](C(=N[C@@H]1CCCc2c1ccc(c2)CN1CCCCC1)O)O)CS(=O)(=O)c1cccc(c1)C(F)(F)F,0.282,-0.549750892,test
NC(=O)C1=CC=CC2=C1NC1CCCCC=12,0.2801,-0.552686891,train
O=C(CSC1=NC=CN(C2=CC(F)=C(F)C=C2)C1=O)NC1CCCC1,0.2801,-0.552686891,train
CC1C=CC(=CC=1NC(=O)CC12CC3CC(C1)CC(C2)C3)C(=O)N1CC2CNCC(C1)O2,0.2801,-0.552686891,train
COC1C=C(OC)C(=CC=1S(=O)(=O)N1C(C)CCC2=CC=CC=C12)NC(=O)NCC(O)=O,0.2801,-0.552686891,train
CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,0.28,-0.552841969,train
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1,0.28,-0.552841969,test
N#CC1(CC1)N=C([C@@H]1CCCC[C@H]1C(=O)N1CCN(C[C@H]1C)c1ccc2c(c1)n(C)nc2C)O,0.28,-0.552841969,train
OC(=NC1CCN(CC1)CCCN1C(=O)COc2c1cccc2)Cc1ccccc1,0.28,-0.552841969,train
OCCN=C(Nc1ccc(cc1)c1nc(N2CCOC[C@@H]2C)c2c(n1)C(C)(C)OC2)O,0.28,-0.552841969,train
CN1CCN(C(C1)c1nc(C(=NCc2ccc(cc2)F)O)c(c(=O)n1C)O)C,0.28,-0.552841969,train
O[C@H]1CN([C@@H](C1)c1nc(C(=NCc2ccc(cc2)F)O)c(c(=O)n1C)O)C,0.28,-0.552841969,test
N#CC1(CC1)N=C([C@@H]1CCCC[C@H]1C(=O)N1CCN(CC1)c1ccccc1)O,0.28,-0.552841969,train
CC1(C)C(O)CC(=O)NC(CC2OC2(C)CCCC(C)C(O)C(C)C1=O)C(C)=CC1=CSC(C)=N1,0.28,-0.552841969,train
N=c1scc([nH]1)/C(=N/OC(C(=O)O)(C)C)/C(=N[C@H]1[C@H](C)N(C1=O)C(=NS(=O)(=O)N1C[C@H](CC1=O)N=C([C@@H]1CCCN1C(=O)c1[nH]cc(c(=O)c1)O)O)O)O,0.28,-0.552841969,train
COC1CN(CCN2C(=O)C=CC3C=CC(=CC2=3)C#N)CCC1NCC1=CC2OCCOC=2C=N1,0.277906459,-0.556101359,train
COC1N=C2C(=CN=1)C=CC(=O)N2CCN1CCC(CC1)NCC1=CC2OCCOC=2C=N1,0.2755,-0.559878397,train
CN1CCN(CC1)Cc1ccc2c(c1)[nH]c(n2)Nc1ccc(cn1)C(F)(F)F,0.275,-0.560667306,train
CSC1C=CC(=CC=1)C(=O)C1=NC(=O)NC1C,0.274999999,-0.560667308,train
NC/C=C\CN(C[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)C,0.271,-0.567030709,train
CCCCCC(O)C=CC1C(CC=CCCCC(O)=O)C(=O)CC1O,0.27,-0.568636236,test
CN1CCOC(c2ccccc2)c2ccccc2C1,0.27,-0.568636236,train
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,0.27,-0.568636236,train
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,0.27,-0.568636236,train
Clc1ccc(nc1)N=C(c1ccccc1NC(=O)c1ccc(cc1)C(=N)N(C)C)O,0.27,-0.568636236,train
COC[C@@H](Cn1c(=O)cnn(c1=O)c1ccc(c(c1)C(=NCC1(O)CCCCCC1)O)Cl)O,0.27,-0.568636236,train
N#Cc1ccc(cc1Cn1c(cc2c1c(=O)n(C)c(=O)n2C)N1CCC[C@@](C1)(C)N)F,0.27,-0.568636236,train
CCN=C(Nc1ccc(cc1)c1nc(N2C[C@@H]3CC[C@H](C2)O3)c2c(n1)[C@](C)(CCO)OC2)O,0.27,-0.568636236,train
Fc1cc(N[C@@H](c2cc(cc3c2oc(cc3=O)N2CCOCC2)C(=O)N(C)C)C)c(c(c1)F)F,0.27,-0.568636236,train
CN(C(=O)c1cc([C@H](Nc2ccc(c(c2)F)F)C)c2c(c1)c(=O)cc(o2)N1CCOCC1)C,0.27,-0.568636236,train
O=C(C1(CCCCCC1)c1ccccc1)OC1CC[N+](CC1)(C)C,0.27,-0.568636236,train
O=C(C1(CCCCCC1)C1=CC=CC1)O[C@H]1C[N+]2(C)CCC1CC2,0.27,-0.568636236,train
OC(=NCc1cc(=O)c(cn1O)O)N([C@H]1CC(=O)N(C1)S(=O)(=O)N=C(N1[C@@H](C)[C@@H](C1=O)N=C(/C(=N\OC(C(=O)O)(C)C)/c1csc(=N)[nH]1)O)O)C,0.27,-0.568636236,train
COC1C=C(C=CC(O)=O)C=CC=1O,0.268750008,-0.570651515,train
COC1=NN(CSP(=S)(OC)OC)C(=O)S1,0.268414002,-0.571194833,train
O=C(CSC1C=CC=CC=1)N1CCN(CC1)C(=O)C1=CC=CO1,0.2664,-0.57446578,train
COC1C=C(OC)C(=CC=1S(=O)(=O)N1C(C)CCC2=CC=CC=C12)NC(=O)COCC(O)=O,0.2664,-0.57446578,train
O=C1C=C(N=C(N1)NCC1C=CC=CC=1)N1CCOCC1,0.2664,-0.57446578,train
CC1=CC=C(C=C1)[N+]([O-])=O,0.265885898,-0.575304697,train
COCCOCC(CC1(CCCC1)C(=O)NC1CCC(CC1)C(O)=O)C(=O)OC1=CC2CCCC=2C=C1,0.265862005,-0.575343724,train
Cc1cccc(C)c1NC(=O)C1CCCCN1C,0.265,-0.576754126,test
CC(C)NCC(O)COC1=CC=CC=C1OCC=C,0.265,-0.576754126,test
NC1=CC=C(Cl)C=C1,0.264,-0.578396073,train
CC12OC3=C(C1=O)C1=C(C(=O)C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C(C)C(C=CO2)OC)C2=NC4(CCN(CC(C)C)CC4)N=C21)C(O)=C3C,0.263333332,-0.579494166,train
CN(C1CCC2(CC1N1CCCC1)CCCO2)C(=O)CC1=CC=CC2OC=CC1=2,0.263,-0.580044252,train
OCC(=O)N1CCN(CC1)Cc1ccnc(c1)N=c1[nH]cc(s1)C#N,0.262,-0.581698709,test
NC1=CC2SC(=NC=2C=C1)SCC(=O)NC1CCN(CC2C=CC(Cl)=C(Cl)C=2)CC1,0.2619,-0.581864502,train
CC1C=C(F)C=CC=1N1N=C(C=C1C1=CC2NC(=O)COC=2C=C1)C(F)(F)F,0.2619,-0.581864502,train
NC1C=CC(CC2C=CC(N)=CC=2)=CC=1,0.261,-0.583359493,train
CCCCN(CCCC)N=O,0.260236928,-0.584631077,train
C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,0.26,-0.585026652,train
OC(=N)COc1ccc(cc1CN=C([C@@H]1CCCN1C(=O)[C@@H](C1CCCCC1)N)O)Cl,0.26,-0.585026652,train
OC(=N)Nc1cc(sc1C(=O)N[C@H]1CCCNC1)c1cccc(c1)F,0.26,-0.585026652,train
COc1ccc2c(c1)n(CCN1CCC(CC1)NCc1ccc3c(n1)N=C(CO3)O)c(=O)cn2,0.26,-0.585026652,train
COCCCS(=O)(=O)c1ccc(cc1)c1ccc(cc1)CCN1CCC[C@H]1C,0.26,-0.585026652,train
CN[C@@H]1CCN(C1)c1cc(CC)[nH]c(=N)n1,0.26,-0.585026652,train
CN1CCN(CC1)c1ccc2c(c1)c(=Nc1ccc(cc1F)F)c(c[nH]2)C(=N)O,0.26,-0.585026652,train
OC[C@H]1N(CCCCCCOc2cc(F)ccc2F)C[C@@H]([C@H]([C@@H]1O)O)O,0.26,-0.585026652,train
COCCn1ccc(cc1=O)c1cc2nc(sc2n(c1=O)C(C)C)NC(=NCC)O,0.26,-0.585026652,train
CCN=C(Nc1nc2c(s1)n(C(C)C)c(=O)c(c2)c1ccc2n(c1)cnn2)O,0.26,-0.585026652,train
OCCN(C(=O)c1cc([C@H](Oc2ccccc2)C)c2n(c1)c(=O)cc(n2)N1CCOCC1)C,0.26,-0.585026652,train
N=c1scc([nH]1)/C(=N/OC(C(=O)O)(C)C)/C(=N[C@H]1[C@H](C)N(C1=O)C(=NS(=O)(=O)N1CCN(CC1)C(=O)c1[nH]cc(c(=O)c1)O)O)O,0.26,-0.585026652,train
OC(=NCc1[nH]cc(c(=O)c1)O)N[C@H]1CC(=O)N(C1)S(=O)(=O)N=C(N1[C@@H](C)[C@@H](C1=O)N=C(/C(=N\OC(C(=O)O)(C)C)/c1csc(=N)[nH]1)O)O,0.26,-0.585026652,train
OC(=NCc1cc(=O)c(cn1O)O)N[C@H]1CC(=O)N(C1)S(=O)(=O)N=C(N1[C@@H](C)[C@@H](C1=O)N=C(/C(=N\OC(C(=O)O)(C)C)/c1csc(=N)[nH]1)O)O,0.26,-0.585026652,test
OC(=N[C@H]1CC(=O)N(C1)S(=O)(=O)N=C(N1[C@@H](C)[C@@H](C1=O)N=C(/C(=N\OC(C(=O)O)(C)C)/c1csc(=N)[nH]1)O)O)N(Cc1cc(=O)c(cn1O)O)C,0.26,-0.585026652,train
OC(=O)CO/N=C(/c1csc(=N)[nH]1)\C(=N[C@H]1[C@H](C)N(C1=O)C(=NS(=O)(=O)N1C[C@H](CC1=O)NC(=NCc1cc(=O)c(cn1O)O)O)O)O,0.26,-0.585026652,test
Fc1ccc(cc1)CNC1CCN(CC1)C1=C(C(=O)C1=O)NS(=O)(=O)c1c(C)noc1C,0.26,-0.585026652,train
C[C@H]1C=C2[C@@]3(C1)OC(=C(C3=O)C)CC(/C=C/C(=O)/C(=C\2)/C)(C)C,0.26,-0.585026652,train
COC1=CC(=CC=C1N)C1C=C(OC)C(N)=CC=1,0.259214369,-0.586340928,test
CN(C)C(=O)NC1C=C(C=CC=1)C(F)(F)F,0.259152667,-0.586444318,train
CC(C)C1C=CC(=CC=1)NC(=O)N(C)C,0.258,-0.588380294,train
COC1=CC2=C(COC(=O)N2CCN2CCC(CC2)NCC2C=CC3OCC(=O)NC=3N=2)C=C1,0.2575,-0.589222767,train
CN(C)C1CN(CC1)C(=O)C1C=CC(=CC=1)NC1N=C(C(F)=CN=1)C1=CN=C(C)N1C(C)C,0.2575,-0.589222767,train
OC[C@@H](C(C)C)NCc1c(onc1C(=N[C@@H]1CCC[C@@H](C1)O)O)c1ccc(cc1)C(F)(F)F,0.256,-0.591760035,train
Cc1ccc(cn1)c1cc(cnc1N)c1ccc(cc1)S(=O)(=O)C,0.256,-0.591760035,train
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,0.255,-0.59345982,train
CCC1C=C(O)C=CC=1,0.255,-0.59345982,train
COC1=NC=CN=C1NS(=O)(=O)C1C=CC(N)=CC=1,0.254817582,-0.59377061,train
CC1=CC=C(C=C1)C(=CCN1CCCC1)C1=CC=CC=N1,0.25404724,-0.59508552,train
CN1N=NN=C1SCC1CSC2C(NC(=O)C(O)C3C=CC=CC=3)C(=O)N2C=1C(O)=O,0.253333332,-0.596307666,train
OCC(=O)N1CCC(CC1)C1NN=C(C=1C1C=CN=CN=1)C1C=CC(Cl)=CC=1F,0.2531,-0.596707855,train
O=C1COC2=CC=CC=C2N1CCN1CCC(CC1)NCC1=CC2OCCOC=2C=N1,0.2531,-0.596707855,train
CC(C)(N)C(=O)NC(COCC1C=CC(F)=CC=1F)C(=O)N1CCC2=NN(CC(F)(F)F)C(=O)C2(C1)CC1=CC=CC=N1,0.2531,-0.596707855,test
CC(C)CC(=O)N1CC(NC(=O)C(C)NC)C(=O)N2C(CC1)CCC2C(=O)NC(C1=CC=CC=C1)C1=CC=CC=C1,0.2531,-0.596707855,train
CCCOCCn1c2cc(ncc2nc(c1=O)N1CCN(CC1)CCO)c1ccc(nc1)OC,0.251,-0.600326279,train
CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,0.25,-0.602059991,train
NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,0.25,-0.602059991,test
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0.25,-0.602059991,train
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,0.25,-0.602059991,train
CCN(CCCCOC(=O)C1=CC(OC)=C(C=C1)OC)C(C)CC1C=CC(=CC=1)OC,0.25,-0.602059991,train
CC(OC1C=CC=CC=1)C(=O)NC1C2SC(C)(C)C(C(O)=O)N2C1=O,0.25,-0.602059991,train
COC1=CC=C(NS(=O)(=O)C2C=CC(N)=CC=2)N=N1,0.25,-0.602059991,train
COC1C=C(CC(=O)OCCC)C=CC=1OCC(=O)N(CC)CC,0.25,-0.602059991,train
CNC1N=C(N=C(N=1)N(C)C)N(C)C,0.25,-0.602059991,train
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,0.25,-0.602059991,test
CC12CCC3C(C)CCC4C(C)C(OC(=O)CCC(O)=O)OC(O1)C43OO2,0.25,-0.602059991,train
CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C21F,0.25,-0.602059991,train
CC12CCC3C(CCC4CC(OC(C)=O)C(CC43C)N3CCCCC3)C1CC(C2OC(C)=O)[N+]1(C)CCCCC1,0.25,-0.602059991,test
OC(C(c1ccccc1)N1CCCC1)(c1cccnc1)c1cccnc1,0.25,-0.602059991,train
N#Cc1nc(CCCNC(C(=N)O)(C)C)cc(n1)c1cccc(c1)C(F)(F)F,0.25,-0.602059991,test
C[C@@H]1CCCN1CCc1ccc2c(c1)ccc(n2)c1cn(nc1C)C,0.25,-0.602059991,train
O=C(c1ccc(cn1)c1ccc(cc1F)N1C[C@@H](OC1=O)Cn1ccnn1)Cn1ccnc1C,0.25,-0.602059991,train
Clc1cc(Cl)c(c(c1)OCCn1cccn1)c1nc(=N)[nH]c2c1CN(C2)C(=NCC(F)(F)C)O,0.25,-0.602059991,train
COc1cc2[nH]cc(c(=Nc3ccc(cc3F)F)c2cc1N1CCN(CC1)C)C(=N)O,0.25,-0.602059991,train
ON=C([C@](S(=O)(=O)C)(CCn1ccc(cc1=O)c1ccc(cc1)n1nccn1)C)O,0.25,-0.602059991,train
CN(C)C1C2CC3CC4C(C(=O)C3C(=O)C2(O)C(=O)C(C(N)=O)C1=O)=C(O)C=CC=4N(C)C,0.25,-0.602059991,train
CO[C@@H]1C[C@H](N(C1)C)c1nc(C(=NCc2ccc(cc2)F)O)c(c(=O)n1C)O,0.25,-0.602059991,train
Fc1ccc(c(c1)F)[C@@H]1CN(C[C@H]1C(=O)N1CCC(CC1)c1cc(nn1c1ccc(c(c1)F)F)C)C(C)(C)C,0.25,-0.602059991,train
O=C(c1ccc(cc1)Oc1ccc(cc1)C#C[C@]1(O)CN2CCC1CC2)NC1CCCS(=O)(=O)C1,0.25,-0.602059991,train
NCCCn1c2c3ccccc3C(=O)c2c2c(c1=O)cc(cc2)N,0.25,-0.602059991,test
Clc1ccc(cc1)n1nc(nc1C1CCN(CC1)C(=O)[C@@H]1CN(C[C@H]1c1ccc(cc1F)F)C(C)(C)C)C,0.25,-0.602059991,train
N#CC1(CC1)N=C([C@@H]1CCCC[C@H]1C(=O)N1CCN(C[C@H]1C)c1ccc2c(c1)c(C)nn2C)O,0.25,-0.602059991,train
CCN=C(Nc1sc2c(n1)cc(c(=O)n2C(C(=N)O)C)c1cccnc1)O,0.25,-0.602059991,train
N=c1scc([nH]1)/C(=N/OC(C(=O)O)(C)C)/C(=N[C@H]1[C@H](C)N(C1=O)C(=NS(=O)(=O)N1C[C@@H](CC1=O)N=C(c1[nH]cc(c(=O)c1)O)O)O)O,0.25,-0.602059991,train
NC(NC(=O)C1N=C(Cl)C(N)=NC=1N)=NCCCCC1C=CC(=CC=1)OCC(O)CO,0.2488,-0.604149624,train
[O-][N+](=O)C1=CC2=C(C=C1)OCC(=O)N2CCN1CCC(CC1)NCC1C=CC2OCC(=O)NC=2N=1,0.2488,-0.604149624,train
CN1C(=O)N(CC(C)C)C2SC(CC3=CC=NC4=CC=CC=C34)=C(C=2C1=O)C(=O)N1CC(O)CO1,0.2488,-0.604149624,train
CC1=CC(NC2=NC(=NC=C2Cl)OC(C)C2N=CC(F)=CN=2)=NN1,0.2488,-0.604149624,train
CC(=O)OCC1CSC2C(NC(=O)CC3=CC=CS3)C(=O)N2C=1C(O)=O,0.245000002,-0.610833913,test
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,0.245,-0.610833916,test
Fc1ccc(c(c1)F)[C@@H]1C[C@](C[C@H]1C(=O)N1CCC(CC1)c1nc(nn1c1cc(Cl)ccc1Cl)C)(C)N,0.245,-0.610833916,train
COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F,0.2445,-0.611721137,train
COC1=CC2=C(C=C1)N=CC(=O)N2CCN1CCC(NCC2C=CC3OCC(=O)NC=3N=2)C(F)C1,0.2445,-0.611721137,train
CN1C(=O)N(CC(C)C)C2SC(CC3=CNC4N=CC=CC3=4)=C(C=2C1=O)C(=O)N1CC(O)CO1,0.2445,-0.611721137,train
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,0.244,-0.612610174,test
CCCOCCn1c2cc(ncc2nc(c1=O)NCCN)c1ccc(nc1)OC,0.243,-0.614393726,train
CN(C)C1C=C(O)C=CC=1,0.242,-0.616184634,test
CN=C([C@]12C[C@@H]2[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1nc(C#Cc1ccco1)nc2NC)O,0.242,-0.616184634,train
O[C@@H]1CCN(C1)C(=O)Cc1ccc(c(c1)Cl)c1ccc(cc1)N1CCOc2c(C1=O)c(N)ncn2,0.241,-0.617982957,train
CC12C3C(C(O)=O)C45CC(O)(CCC4C3(C=CC1O)OC2=O)C(=C)C5,0.24,-0.619788758,train
O=C1O[C@H](CN1c1ccc(c(c1)F)c1ccc(nc1)[C@H](O)C)Cn1nncc1,0.24,-0.619788758,train
CC1=NN=C(C(C)C)N1C1CC2CCC(C1)N2CCC(NC(=O)C1CCC(F)(F)CC1)C1C=CC=CC=1,0.24,-0.619788758,train
CN1CCN(CC1)c1cc2c(cc1F)[nH]cc(c2=Nc1ccc(cc1F)F)C(=N)O,0.24,-0.619788758,train
Cc1nn(c(n1)c1cn2c(n1)c1ccc(cc1OCC2)c1cnn(c1)C(C(=N)O)(C)C)C(C)C,0.24,-0.619788758,train
