smiles,Fu_final,lgFu,Fu_train_test
COC(=O)N1C[C@@H]([C@H](C1)C(=Nc1ccc(cn1)Cl)O)C(=Nc1ccc(cc1F)n1ccccc1=O)O,0.068,-1.167491087,train
N#Cc1cc(Cl)c(c(c1)Cl)C(=Nc1ccnc(c1)N=C([C@H]1C[C@H]1F)O)O,0.068,-1.167491087,train
CC(C)CCOC1C=CC(N)=CC=1,0.0676,-1.170053304,train
O=C(COC1=CC=CC=C1Cl)C1=CC=CN1,0.0676,-1.170053304,train
CC(=O)NC1C=CC(=CC=1)C1C=CN=C(NC2C=CC(=CC=2)N2CCOCC2)N=1,0.0676,-1.170053304,train
CS(=O)(=O)C1C=CC(=CC=1)C1C=C(C=CC=1OCC(O)=O)C(F)(F)F,0.0676,-1.170053304,test
COC1C=CC(=CC=1)C1C=C(N)N2N=CC(C#N)=C2N=1,0.0676,-1.170053304,train
CN1N=CC2C(=O)NC(=NC1=2)C1C=CC=CC=1,0.0676,-1.170053304,train
CCCCSP(=O)(SCCCC)SCCCC,0.067417834,-1.171225208,test
CCC(C)C1OC2(CC3CC(CC=C(C)C(OC4CC(OC)C(OC5CC(OC)C(O)C(C)O5)C(C)O4)C(C)C=CC=C4COC5C(O)C(C)=CC(C(=O)O3)C45O)O2)C=CC1C,0.067000002,-1.173925184,train
CN=C(CN1CCC(CC1)Oc1cc2c(ncnc2cc1OC)Nc1cccc(c1F)Cl)O,0.067,-1.173925197,train
O=C1N(C[C@H](N1C1CCN(CC1)Cc1ccc(nc1C)Oc1ccc(cc1)C(=O)O)c1ccccc1)C1CCOCC1,0.067,-1.173925197,train
N#Cc1cnn2c1nc(cc2NCCCN1CCCC1)n1ccc2c1cc(cc2)N=C(O)C,0.067,-1.173925197,train
CCCCCCCCCC,0.06697,-1.174119701,train
CC1=NC=CN1C1C=CC(=CC=1)SC1C=C(C=CC=1)C1(CCOCC1)C(N)=O,0.066712068,-1.175795597,train
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,0.066503133,-1.177157896,train
O=C(NC1=CC=CC=C1Cl)C1=CC=NN1,0.0661,-1.179798541,train
COC1=CN=C(N=C1N1CCCC1)C1=CC=CC=N1,0.0661,-1.179798541,train
O=C(C1C2=CC=CC=C2C=C2C=CC=CC2=1)N1CCC(CC1)N1CC(CCC1)C(=O)N1CCOCC1,0.0661,-1.179798541,train
CCC1NC2N=C(N=C(C=2C=1Cl)N1CC2C(N)C2C1)SC1C=NC2C=CC=[N+]([O-])C=2C=1,0.0661,-1.179798541,train
CC(C)(C)C(O)(CN1C=NC=N1)CCC1C=CC(Cl)=CC=1,0.066004875,-1.180423987,train
OC(=O)Cc1c2cccnc2n(c1C)S(=O)(=O)c1ccc(c(c1)Cl)Cl,0.066,-1.180456064,train
N#CC1(CCN(CC1)Cc1cc(C(=O)NC2CCCCC2)c(=O)n2c1cccc2)c1ccccn1,0.066,-1.180456064,train
Fc1cc(ccc1N1CCOCC1)C1ON=C(C1)c1ccc(o1)N(=O)=O,0.066,-1.180456064,train
F[C@@H]1C[C@@H]1C(=Nc1nccc(c1)N=C(c1c(F)cccc1Cl)O)O,0.066,-1.180456064,train
O=C1C(=O)C(=C1N1CCC(CC1)NCc1ccc(cc1)C(F)(F)F)NS(=O)(=O)c1c(C)noc1C,0.066,-1.180456064,train
CC(C)N1N=C(N=C1Cl)OP(=S)(OCC)OCC,0.065898333,-1.181125571,train
O=C(C1C=CC=CC=1)C1C=CC=CC=1,0.065430095,-1.184222449,train
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,0.065,-1.187086643,train
C1CCN(CC1)[C@@H]([C@@H](c1ccccc1)N1CCCCC1)c1ccccc1,0.065,-1.187086643,train
FC(c1ccc(nc1)Nc1ccnc2c1ccc(n2)c1ncccc1C(F)(F)F)(F)F,0.065,-1.187086643,train
OC(=O)c1cn(Cc2ccc(cc2)n2cnc3c2cccc3)c2c(c1=O)c(F)ccc2,0.065,-1.187086643,train
Fc1ccc(c(c1)F)[C@H]1C[C@](C[C@@H]1C(=O)N1CCC(CC1)c1ccnn1c1ccc(c(c1)Cl)F)(C)N,0.065,-1.187086643,train
Brc1ccc(cc1)N1CCN(CC1)Cc1cc(C(=O)O)c(=O)n2c1cccc2,0.065,-1.187086643,test
OCC(N=C(c1c[nH]c2c1nc(cn2)c1nn(c2c1ccc(c2)F)CCCS(=O)(=O)C)O)(C)C,0.065,-1.187086643,train
Clc1cccc(c1)C(=N[C@@H]1CCC[C@H](C1)N=C(c1ccccn1)O)O,0.065,-1.187086643,train
CN[C@H](C(=N[C@H]1CCC[C@@H]2N(C1=O)[C@@H]1CN(CC[C@@H]1C2)CCc1ccc(c(c1)Cl)Cl)O)C,0.065,-1.187086643,train
CC1C=CC(=CC=1N1C(=O)C(Br)=C(C=C1C)OCC1C=CC(F)=CC=1F)C(=O)NC,0.0647,-1.189095719,train
CC1=NC(N=C1N)(C1CC1)C1C=C(C=CC=1)C1C=NC=C(Cl)C=1,0.0647,-1.189095719,train
CC1CCC2=CC=CC=C2N1S(=O)(=O)C1C=C(NC(=O)CCC2=NNN=N2)C(=CC=1OC)OC,0.0647,-1.189095719,train
N#CC1C=CC=C(C=1)C(=O)NCC(O)CN1CCC(CC1)OC1C=CC(Cl)=C(Cl)C=1,0.0647,-1.189095719,train
COC1=CC=C(C=C1)C1N=C(NC(=O)C=1C#N)N1CCOCC1,0.0647,-1.189095719,train
CN(C)C(=O)C1C=CC(=CC=1S(=O)(=O)NC(=O)NC1N=C(C=C(N=1)OC)OC)NC=O,0.064149833,-1.19280447,train
CC(=O)C1(O)CC2C(C(C1)OC1CC(N)C(O)C(C)O1)=C(O)C1=C(C(=O)C3C=CC=CC=3C1=O)C=2O,0.064,-1.193820026,train
Cc1ccc2c(c1)c(c1ccnc3c1cccc3S(=O)(=O)C)c(n2CC(=O)O)C,0.064,-1.193820026,train
Cc1ccc(c(c1)C(=O)N1CC2CN(C(C1)C2)c1ncc2c(n1)cccc2)n1nccn1,0.064,-1.193820026,train
Clc1ccc(cc1)S(=O)(=O)C(C(=O)Nc1cc(nn1C)C(C)(C)C)(C)C,0.064,-1.193820026,train
Fc1ccc(c(c1)F)[C@@H]1C[C@](C[C@H]1C(=O)N1CCC(CC1)c1cc(nn1c1ccc(c(c1)Cl)F)C)(C)N(C)C,0.064,-1.193820026,train
ONC(=O)CC1C=CC(=CC=1)OCC1C=CC=CC=1,0.0633,-1.19859629,train
CC1CN(C(CO1)C1C=CC=CC=1)C1C=CC2OCC(=O)NC=2N=1,0.0633,-1.19859629,train
CS(=O)(=O)C1=CN=C(C=C1)C1=NN=C(C=CC2=NN=C(O2)C2C=CC(=CC=2)C#N)N1C1=CC=CC=C1Cl,0.0633,-1.19859629,train
CN(C)CCC=C1c2ccccc2CCc2ccccc21,0.063,-1.200659451,train
N#Cc1ccc(c(c1CC(=NCCONC(=N)N)O)F)NCC(c1ccccc1)(F)F,0.063,-1.200659451,train
COc1cc2nnc(c(c2cc1N1CCN(CC1)C)Nc1ccc(cc1F)C)C(=N)O,0.063,-1.200659451,train
CCN=C(Nc1ncc(c(c1)c1scc(n1)C(F)(F)F)c1cncc(c1)c1onc(n1)C)O,0.063,-1.200659451,test
O=C(c1ccc(cc1)OCc1ccccn1)Nc1cc(ccc1C)c1[nH]cnc1C,0.063,-1.200659451,train
CC1OC(C)C2N(C1)c1c(CC32C(=NC(=O)N=C3O)O)cc2c(c1F)onc2C,0.063,-1.200659451,train
CC12CCC(CC1CCC1C2CCC2(C)C(CCC21O)C1COC(=O)C=1)OC1CC(O)C(OC2CC(O)C(OC3CC(O)C(O)C(C)O3)C(C)O2)C(C)O1,0.062333333,-1.205279651,train
COC1C=CC2CC3C4C(=CC=CC=4CCN3C)C=2C=1O,0.062,-1.207608311,train
CCCCC1=NC2C(N)=NC3=CC=CC=C3C=2N1CC(C)C,0.062,-1.207608311,train
COC1C=CC(=CC=1C)C1(N=C(N)C(C)=N1)C1C=C(C=CC=1)C1C=NC=NC=1,0.062,-1.207608311,train
FC(Oc1ccc(cc1)CN(C1CCN(CC1)C1=C(C(=O)C1=O)NS(=O)(=O)c1c(C)noc1C)C)F,0.062,-1.207608311,train
N#CC1C(Cl)=CC=CC=1Cl,0.061703333,-1.209691376,train
CCN1CC(C)(C)OC(=O)C1CC(=O)Nc1ccc(cc1)C(C)C,0.061,-1.214670165,train
c1ccc(cc1)CC[C@H]1OCCN(C1)Cc1nc2c([nH]1)cccc2,0.061,-1.214670165,test
COC1=CC=CC(C(=O)NN(C(=O)C2C=C(C)C=C(C)C=2)C(C)(C)C)=C1C,0.060865667,-1.215627614,test
N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,0.060833333,-1.215858388,train
CC1=CC(C)=NC(NC(=O)NS(=O)(=O)C2C=CC=CC=2C(=O)OC2COC2)=N1,0.0608065,-1.216049994,train
CC(CC)C1C=CC(O)=CC=1,0.060800097,-1.216095728,train
CN(C)C(=O)C1CC(O)CN1C1(C(=O)N(C2=CC=C(Cl)C=C12)S(=O)(=O)C1C=CC(=CC=1OC)OC)C1=CC=CC=C1OC,0.0608,-1.216096421,train
NC(=O)CN1C2C=C(F)C=CC=2C(CCN2CCN(CC2)C2=NC=CC3SC=CC=32)=CC1=O,0.0607,-1.216811309,train
CN1CCCN(CC1)C(C1C=CC=CC=1)C1C=CC(Cl)=CC=1,0.0606,-1.217527376,train
O=C(C1C=CC=CC=1)N1CC(=O)NC2C=CC(Cl)=CC=2C1C1C=CC=CC=1,0.0606,-1.217527376,train
COC1=CN=C(N=C1NC1CCCC1)C1=CC=CC=N1,0.0606,-1.217527376,train
CN(C)CCN1CCN(CC1)C1C=C(C2=CC=CC=C2N=1)C(=O)NCC1CCC(CNC(=O)OC(C)(C)C)CC1,0.0606,-1.217527376,train
CCCN(CCNCCC1C=CC(O)=C2NC(=O)SC=12)C(=O)CCOCCC1C=CC=CC=1,0.0606,-1.217527376,train
CC(C)(F)CC(NC(C1C=CC(=CC=1)C1C=CC(=CC=1)S(C)(=O)=O)C(F)(F)F)C(=O)NC1(CC1)C#N,0.0606,-1.217527376,train
CC(C)(C)NC(=O)NCCN1CC(CNC(=O)C2C=C(Cl)C=C(Cl)C=2)OCC1,0.0606,-1.217527376,train
CC(=O)Nc1nnc(S(N)(=O)=O)s1,0.06,-1.221848753,train
CN(C)c1nc(N(C)C)nc(N(C)C)n1,0.06,-1.22184875,train
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,0.06,-1.22184875,test
CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,0.06,-1.22184875,test
CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC2(O)CCC(O)=O,0.06,-1.22184875,train
Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,0.06,-1.22184875,train
COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,0.06,-1.22184875,train
CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C,0.06,-1.22184875,train
CN1CCN(CCCCN2C(=O)N(CC2=O)N=CC2=CC=C(O2)C2C=CC(Cl)=CC=2)CC1,0.06,-1.22184875,train
CC1=C(C=CC=C1C)C(C)C1=CN=CN1,0.06,-1.22184875,train
CC1C(=CC2=CC=C(C=C2)SC)C2C=CC(F)=CC=2C=1CC(O)=O,0.06,-1.22184875,train
CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,0.06,-1.22184875,test
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,0.06,-1.22184875,test
CN1CC(=O)N2C(CC3=C(NC4C=CC=CC3=4)C2C2=CC=C3OCOC3=C2)C1=O,0.06,-1.22184875,train
CN1CC(O)C(CC1)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1C=CC=CC=1Cl,0.06,-1.22184875,train
OC(=O)C[C@@H](c1cncnc1)CCCCCCc1ccc2c(n1)NCCC2,0.06,-1.22184875,train
OCC1CCN(CC1)CCCOc1cc2ncnc(c2cc1OC)N=c1[nH][nH]c(c1)CC(=Nc1cccc(c1)F)O,0.06,-1.22184875,train
COc1c(OC)cc2c(c1c1ccc(cc1)F)c(N)cc(n2)N1CCCN(CC1)C(=O)N1CCOCC1,0.06,-1.22184875,train
COc1ccc(cn1)c1ncnc(c1)N1C[C@@H]([C@H](C1)c1cc(F)c(cc1F)F)N,0.06,-1.22184875,train
CCOc1cc2[nH]cc(c(=Nc3ccc(cc3F)C)c2cc1N1CCN(CC1)C)C(=N)O,0.06,-1.22184875,train
CCOc1cc2[nH]cc(c(=Nc3cc(C)ccc3F)c2cc1N1CCN(CC1)C)C(=N)O,0.06,-1.22184875,train
N#Cc1ccccc1N1CCN(CC1)C(=O)COCc1ccccc1,0.06,-1.22184875,train
CN(c1cccc2c1c[nH]n2)c1ccnc(n1)Nc1cc(cc(c1)N1CCOCC1)N1CCOCC1,0.06,-1.22184875,train
Clc1cccc(c1)CN=C(Cn1c(C)cnc(c1=O)NCCc1ccccn1)O,0.06,-1.22184875,train
Fc1ccc(c(c1)C(=N)O)CN=C(c1nc(n(c(=O)c1O)C)C(C)(C)C)O,0.06,-1.22184875,train
Cc1ccc(nn1)N1CC(C1)COc1ccc(cc1)c1noc(n1)C,0.06,-1.22184875,train
NCc1csc(n1)N=C(c1cc(nn1Cc1ccccc1)C(C)(C)C)O,0.06,-1.22184875,train
N#Cc1cc(C)c(c(n1)C)C(=NCC[C@H](N1CCC(CC1)N(c1ccccc1)Cc1cnccc1C)C)O,0.06,-1.22184875,train
OC[C@H]1O[C@H](Oc2ccc(cc2Cl)n2ccc3c2ccc(c3)NS(=O)(=O)C)[C@H]([C@H]([C@@H]1O)O)O,0.06,-1.22184875,train
CC(Oc1n[nH]c(c1)n1cnc2c1[nH]c(=N[C@H](c1ccc(cn1)F)C)cc2)C,0.06,-1.22184875,train
Fc1cc(cc(c1)Cl)N[C@@H](c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N(C)C)C,0.06,-1.22184875,train
Fc1cc(F)cc(c1)S(=O)(=O)c1ccc(cc1)CN=C(c1ccc2n(c1)ccn2)O,0.06,-1.22184875,test
O=C(C1(CCCCCC1)c1cccs1)O[C@H]1C[N+]2(CCCc3ccncc3)CCC1CC2,0.06,-1.22184875,train
Cn1ccc(n1)CCC[N+]12CCC(CC1)[C@H](C2)OC(=O)C1(CCCCCC1)C1=CC=CC1,0.06,-1.22184875,train
OC(=Nc1ncccc1F)C[N+]12CCC(CC1)[C@H](C2)OC(=O)C1(CCCCCC1)C1=CC=CC1,0.06,-1.22184875,train
FCCN=C(c1cn(c2c1ncc(c2)C)Cc1ncnc(c1C)OC)O,0.06,-1.22184875,train
CC1(CC(OC(=O)CSC2CC3CCC(C2)N3C)C2(C)C3C(=O)CCC3(CCC2C)C(C)C1O)C=C,0.06,-1.22184875,train
FC(c1ccc(o1)COc1cnc(nc1)N1CCN(CC1)S(=O)(=O)C[C@@]1(C)N=C(N=C1O)O)(F)F,0.06,-1.22184875,train
OC(=Nc1nncs1)C[N+]12CCC(CC1)[C@H](C2)OC(=O)C1(CCCCCC1)C1=CC=CC1,0.06,-1.22184875,train
CCN=C(Nc1nc2c(s1)n(CCC(C)C)c(=O)c(c2)c1cccnc1)O,0.06,-1.22184875,train
CC(=O)N1CCN(CC1)c1ccc(cc1)CN(S(=O)(=O)Cc1ccccc1)C1CCC1,0.06,-1.22184875,train
O=S1CCC(CC1)[C@H](n1ncc(c1)NC(=O)c1n[nH]c2c1CCC(C2)(C)C)c1ccccc1,0.06,-1.22184875,test
CCCCC1C=CC(N)=CC=1,0.0599,-1.222573178,train
CC12CCC3C(C=CC4=CC(=O)CCC43C)C1CCC12CCC(=O)O1,0.0594,-1.226213555,test
COC1=CC=CC=C1CCNCC1C=C(CCNCC(O)C2C=CC(O)=C3NC(=O)SC=23)C=CC=1,0.0594,-1.226213555,train
CC(NC1N=C(C=C(NC2=NC=C(C#N)S2)N=1)N1CCOCC1)C1C=CC(F)=CN=1,0.0594,-1.226213555,train
COC1C=CC=C(OC)C=1C(=O)NC1=CC(=NO1)C(C)(CC)CC,0.059233333,-1.227433829,train
CCN=C(Nc1ncc(c(c1)c1scc(n1)C(F)(F)F)c1cncc(c1)C#N)O,0.059,-1.229147988,train
Nc1ncc(cc1c1cccc(c1)C(F)(F)F)c1ccc(cc1)S(=O)(=O)C,0.059,-1.229147988,train
N#Cc1cccc(c1Cl)c1ccc(cc1)N1CCOc2c(C1=O)c(N)ncn2,0.059,-1.229147988,train
NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,0.058666667,-1.231608588,train
CC12CCC3C(C=C(Cl)C4=CC(=O)C5CC5C43C)C1CCC2(OC(C)=O)C(C)=O,0.0584,-1.233587153,train
CC12CCC3C4C=CC(O)=CC=4CC=C3C1CCC2=O,0.0583,-1.234331445,train
OC1C=CC(=CC=1)NC1C=CC=CC=1,0.0582,-1.235077015,train
ClC1C=CC(=CC=1)C(C1C=CC=CC=1)N1CCNCC1,0.0581,-1.235823868,train
OC[C@H](n1cnc2c1[nH]c(=Nc1[nH]nc(c1)OC(C)C)c(c2)F)c1ccc(cn1)F,0.058,-1.236572006,train
COCCOC(=NC1CCC(CC1)[C@H](C(=O)O)NS(=O)(=O)c1ccc(cc1)c1ccc(cc1)OC)O,0.058,-1.236572006,train
CN1CCN(CC1)c1ccc2c(c1)c(=Nc1ccc(c(c1)Cl)Cl)c(c[nH]2)C(=N)O,0.058,-1.236572006,train
CCOC(=O)N1CCC(CC1)N1CCC[C@H](C1)N=C(c1ccccc1C)O,0.058,-1.236572006,train
Fc1cc(CN2C(=N)N[C@](CC2=O)(C)C(C)C)cc(c1)C(=N[C@H](c1ccccc1)C)O,0.058,-1.236572006,train
OC1=NC(=Nc2cccc(c2)C(F)(F)F)S/C/1=C\c1cccnc1,0.058,-1.236572006,train
OC1C=CC(=CC=1)S(=O)(=O)C1C=CC(O)=CC=1,0.0576,-1.239577517,train
CC1(CCCCC1)C(=O)NC1C=CC(O)=C(Cl)C=1Cl,0.057532334,-1.240088011,train
FC1C=CC(=CC=1)C1(CN2C=NC=N2)OC1C1C=CC=CC=1Cl,0.0575,-1.240332155,test
CN[C@H](C(=N[C@H](C(=O)N1CC[C@@H]2[C@H]1CN(CC2)CCc1ccccc1)C1CCCCC1)O)C,0.057,-1.244125144,train
OC[C@@H]([C@@H](CO)O)Nc1cc(NCc2ccccc2)n2c(n1)c(cn2)C(C)C,0.057,-1.244125144,train
CCCCCOC(=O)N1CCN(CC1)C(=O)[C@@H](N=C(c1cc(cc(n1)c1ccccc1)N1CCC(CC1)C(=O)N1CCCC1)O)CCC(=O)O,0.057,-1.244125144,train
O=C1N(C[C@H](N1C1CCN(CC1)Cc1ccc(nc1C)Sc1ccc(cc1)C(=O)O)c1ccccc1)C1CCOCC1,0.057,-1.244125144,train
CO[C@H]1CN(CC[C@H]1N=C(c1[nH]c(c(c1Cl)Cl)C)O)c1sc(c(n1)CN1CCOCC1)C(=O)O,0.057,-1.244125144,test
COc1ccc(cc1)NC(=O)[C@H](N=c1nc(O)c2c([nH]1)n(nc2)C1CCCC1)C,0.057,-1.244125144,train
COc1ccc(cc1)NC(=O)[C@@H](N=c1nc(O)c2c([nH]1)n(nc2)C1CCCC1)C,0.057,-1.244125144,test
COc1ccc(cc1)NC(=O)[C@@H](N=c1nc(O)c2c([nH]1)n(nc2)c1ccccc1Cl)C,0.057,-1.244125144,train
NC1=NC2=CC=CC=C2SC2=CC=CC(F)=C21,0.0568,-1.245651664,train
CCC1=CC(=C(C=C1)OCC(O)=O)C1C=CC(=CC=1)S(C)(=O)=O,0.0568,-1.245651664,train
CCCC1C=C(C=C(OC)C=1OC)C1=NC(CO1)C(=O)NO,0.0568,-1.245651664,train
CC1=NC=C(N=C1C1C=CC(=CC=1)C1CCC(CC(O)=O)CC1)C(N)=O,0.0568,-1.245651664,test
COc1cc2c(cc1OC)[nH]cc(c2=Nc1ccc(cc1F)F)C(=N)O,0.056,-1.251811973,train
O=C(c1ccc(cc1)OCc1ccccn1)Nc1cc(ccc1C)c1ncc[nH]1,0.056,-1.251811973,train
Fc1cc(ccc1c1ccccc1Cl)N1CCOc2c(C1=O)c(N)ncn2,0.056,-1.251811973,train
Nc1ncc(cc1c1ccc(c2c1cccn2)C)c1ccc(cc1)S(=O)(=O)C,0.056,-1.251811973,train
O=C([C@](c1ccccc1)(N1CCCCC1)C)O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2,0.056,-1.251811973,train
OC(=O)Cc1ccc(c(c1)Cl)c1ccc(cc1)N1CCOc2c(C1=O)c(N)ncn2,0.056,-1.251811973,test
O=C(c1ccc(cc1)OCc1ccccn1)Nc1cc(ccc1C)c1cn(c(n1)C)C,0.056,-1.251811973,train
N#Cc1cnn2c1nc(cc2NCCN1CCCC1)n1ccc2c1cc(cc2)N=C(O)C,0.056,-1.251811973,train
OC1C=CC(CCNCCS(=O)(=O)CCCOCCC2C=CC=CC=2)=C2SC(=O)NC2=1,0.0556,-1.254925208,train
CN(C1C=CN=C(NC2=CC(=CC(=C2)N2CCOCC2)N2CCCOCC2)N=1)C1C=C(CO)C=CC=1C,0.0556,-1.254925208,train
OC1=CC2OC=C(C(=O)C=2C=C1)C1C=CC(O)=CC=1,0.0553,-1.257274869,test
CN1NC(=O)C(=O)N=C1SCC1CSC2C(NC(=O)C(=NOC)C3=CSC(N)=N3)C(=O)N2C=1C(O)=O,0.055,-1.259637311,train
O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,0.055,-1.259637311,test
OC[C@H](Nc1nc(SCc2ccccc2)[nH]c2c1sc(=N)n2)C,0.055,-1.259637311,train
CNC(=O)c1ccc(cc1)Oc1ccc(c(n1)C)CN1CCC(CC1)N1C(=O)N(C[C@H]1c1ccccc1)C1CCOCC1,0.055,-1.259637311,train
Clc1cccc(c1)[C@@H]1CN(C(=O)N1C1CCN(CC1)Cc1ccc(nc1)Oc1ccc(cc1)C(=O)O)C1CCOCC1,0.055,-1.259637311,train
CC1C=CC(=CC=1)N(C)C,0.054982,-1.259779467,train
CS(=O)(=O)NN1CC(C2C=CC(=CC=2)OC)N(CCC2C=CC(=CC=2)OC)C1=O,0.054949158,-1.260038956,train
CCOC(=O)NC1C=C2NCCC(=NC2=C(N)N=1)C1C=CC=CC=1,0.0544,-1.2644011,test
COC1C=C2N=CC(C(N)=O)=C(NC3C=C(F)C=CC=3F)C2=CC=1OC,0.0544,-1.2644011,train
O=C(NCC12CC3CC(C1)CC(C2)C3)C1C=C(C=CC=1Cl)OC1CNCCC1,0.0544,-1.2644011,train
CC1N=C(C(F)F)C(=NC=1C1=CC=C(C=C1)C1CCC(CC(O)=O)CC1)C(N)=O,0.0544,-1.2644011,train
COC1C=C2C(NC3C=CC=C(Cl)C=3Cl)=C(C=NC2=CC=1NCCN(C)C)C(N)=O,0.0544,-1.2644011,test
CCN(CCNCCC1C=CC(O)=C2NC(=O)SC=12)C(=O)CCOCCC1C=CC=CC=1,0.0544,-1.2644011,test
CC1C2=CC=CC=C2OC=1CN(C)C(=O)C=CC1C=NC2NC(=O)CCC=2C=1,0.0544,-1.2644011,train
NC1=CC(=NC2=C(C=NN21)C#N)C1C=CC(F)=CC=1,0.0544,-1.2644011,test
COC1C=C(OC)C(=CC=1S(=O)(=O)N1C(C)CCC2=CC=CC=C12)NC(=O)CC1=CC(F)=NC=C1,0.0544,-1.2644011,train
COC1C=CC(NC(=O)C2=CC=C(CS(C)=O)C3=CC=CC=C23)=C(N=1)C(=O)NCC1CCOCC1,0.0544,-1.2644011,train
COC1=CC=CC2C(=O)NC(=NC=21)C1C=CC(=CC=1)C(F)(F)F,0.0544,-1.2644011,train
CC(CC1CC(=O)C(C(CCC)=NOCC)C(=O)C1)SCC,0.05412,-1.266642212,train
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,0.054092513,-1.266862839,train
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,0.054,-1.26760624,train
CO[C@H]1CN(CC[C@H]1N=C(c1[nH]c(c(c1Cl)Cl)C)O)c1sc(c(n1)C(=NCCN1CCOCC1)O)C(=O)O,0.054,-1.26760624,train
COC1C=COC2(C)OC3=C(C4=C(C(O)=C3C)C(O)=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C(C=NN1CCN(CC1)C1CCCC1)=C4O)C2=O,0.053666667,-1.270295376,train
CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,0.053333334,-1.273001271,train
CC1C=C(C(C)NC2C=CC=CC=2)C2=NC(=CC(=O)N2C=1)N1CCOCC1,0.0532,-1.274088368,train
N#CCC(C1CCCC1)N1C=C(C=N1)C1N=CN=C2NC=CC=12,0.0532,-1.274088368,train
CCCCN(CCNCCC1C=CC(O)=C2NC(=O)SC=12)C(=O)CCOCCC1C=CC=CC=1,0.0532,-1.274088368,train
COC1COC2(OC1)CN(CC[C@H]2N=C(c1[nH]c(c(c1Cl)Cl)C)O)c1ncc(s1)C(=O)O,0.053,-1.27572413,train
N#Cc1cc(F)c([nH]c1=N[C@H](c1ccc(cn1)F)C)N=c1[nH][nH]c(c1)C,0.053,-1.27572413,train
O=C(N1CCOCC1)CN=C(c1cccc(c1)c1ccc2c(c1)sc1c2nc[nH]c1=N)O,0.053,-1.27572413,test
NC1C=C(Cl)C=C(Cl)C=1,0.0522,-1.282329497,test
CC(C)(C)NC(=O)NCCN1CCN(CC(=O)NC2C=C(Cl)C=C(Cl)C=2)CC1,0.0521,-1.283162277,train
OC[C@H](Nc1nc(SCc2cccc(c2F)F)[nH]c2c1ncc(=N)n2)C,0.052,-1.283996656,train
OCc1ccc(c(c1)N(c1ccnc(n1)Nc1cc(nc(c1)N1CCOCC1)N1CCOCC1)C)C,0.052,-1.283996656,train
Fc1ccc(cc1)CNC(=O)c1nc(C2CC(=O)N(C2)CC(=O)N(C)C)c2c(c1O)nccc2,0.052,-1.283996656,test
Nc1ncc(cc1c1ccc(c(c1)F)C(F)(F)F)c1ccc(cc1)S(=O)(=O)C,0.052,-1.283996656,train
Fc1cccc(c1)[C@@H]1CN(C(=O)N1C1CCN(CC1)Cc1ccc(nc1C)Oc1ccc(cc1)C(=O)O)C1CCOCC1,0.052,-1.283996656,train
O=C(c1ccc(cc1)OCc1ccccn1)Nc1cc(ccc1C)c1ccc(=N)[nH]n1,0.052,-1.283996656,train
CC1OC(C)C2N(C1)c1c(CC32C(=NC(=O)N=C3O)O)cc2c(c1F)onc2C1CC1,0.052,-1.283996656,train
COC[C@H]1CN(CC[C@H]1N=C(c1[nH]c(c(c1Cl)Cl)C)O)c1ncc(s1)C(=O)O,0.052,-1.283996656,train
OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,0.05141984,-1.288869275,train
O=C1NC(NC2=CC=CC=C21)C1C=CC(Br)=CC=1,0.051,-1.292429824,train
CN(C)S(=O)(=O)N1C(=C(Cl)N=C1C#N)C1C=CC(C)=CC=1,0.051,-1.292429824,train
CC(C)(C)OC1C=CC(=CC=1)C(=O)NC1=CC2N=C(CO)SC=2C=C1,0.051,-1.292429824,train
O[C@@H](C[C@H](CC(=O)O)O)CCc1c(C(C)C)c(nn1c1ccc(cc1)F)C(=O)NCc1ccc(cc1)C,0.051,-1.292429824,train
