smiles,pKa_Basic,pKaBasic_train_test
O=S(=O)([O-])c1cc(S(=O)(=O)O)cc2[nH]c(-c3ccc(-c4nc5c(S(=O)(=O)[O-])cc(S(=O)(=O)O)cc5[nH]4)cc3)nc12,4.26,train
COc1ccnc(C[S+]([O-])c2nc3cc(-n4cccc4)ccc3[nH]2)c1C,4.27,train
COC(=O)Nc1nc2ccccc2[nH]1,4.28,test
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,4.28,train
CCOC(=O)Nc1nc2ccccc2[nH]1,4.28,train
CCNC1=Nc2ccc(Cl)cc2C(c2ccccc2)S1,4.28,train
CN(C(=O)CCCOc1ccc2c(c1)CN1CC(=O)NC1=N2)C1CCCCC1,4.28,train
CCN(CC)c1ccc2cc(C(=O)Nc3ccc4[nH]c(C(=O)N5C[C@@H](CCl)c6c5cc(OC(=O)Nc5ccccc5)c5[nH]cc(C)c65)cc4c3)oc2c1,4.29,train
Cc1cnc(C(=O)O)c[n+]1[O-],4.29,train
Cn1cnc([N+](=O)[O-])c1Sc1nc(N)nc2[nH]cnc12,4.3,test
CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,4.3,train
CNc1c2c(nn1C)CCCC2,4.3,train
Cn1cc(-c2ccncc2)c(-c2ccc(OCc3ccc4ccccc4n3)cc2)n1,4.31,train
CO[C@@H](C)Cn1c(=O)n(C)c2cnc3ccc(-c4cncc(C(C)(C)O)c4)cc3c21,4.31,train
Cc1ccc(NC(=O)c2ccnc(C(F)(F)F)c2)cc1-c1cc(OCCO)nc(N2CCOCC2)c1,4.31,train
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,4.32,train
CCS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)CC1,4.33,test
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,4.33,train
COc1ccc(NC(=O)N2CCc3c(sc4c3C(c3ccccc3Cl)=NCc3nnc(C)n3-4)C2)cc1,4.33,train
CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12,4.33,train
O=C(Cc1cccc(OC(F)(F)F)c1)Nc1ccc(CCCCc2nnc(NC(=O)Cc3ccccn3)s2)nn1,4.33,train
Cc1cc(-c2nc(-c3ccnc(N)c3F)ccc2O)nc(N)n1,4.33,train
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,4.34,train
C=CCONC1=Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1,4.36,test
CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21.O=S(=O)(O)c1ccccc1,4.36,test
CC(Cc1ccccc1)/N=C/C(Cl)(Cl)Cl,4.36,train
OC(C1=CC(=C(c2ccccn2)c2ccccn2)C=C1)(c1ccccn1)c1ccccn1,4.36,train
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,4.36,train
CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,4.36,train
O=C(Nc1ccc(F)c(-c2ccn3c(N4CCOCC4)cnc3n2)c1)N1CCCC1,4.37,test
N/C(CN(Cc1ccccc1)c1ccccc1)=N\O,4.37,train
Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,4.37,train
O=C(CCCCCCC(=O)Nc1cccnc1)NO,4.38,test
NC(=S)N/N=C/c1cccnc1,4.38,test
Nc1nc(-c2nn(Cc3ccccc3F)c3ncccc23)ncc1-c1ccncc1,4.38,train
CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1,4.39,train
O=C1NCNC1(c1ccccc1)c1ccccc1,4.4,train
CC(C)S(=O)(=O)n1c(N)nc2ccc(C(=NO)c3ccccc3)cc21,4.4,train
Cc1ccc(C)n1Nc1ccc(N2CCOCC2)nn1,4.4,train
C=C1C[C@H]2C=Nc3cc(OCCCOc4cc5c(cc4OC)C(=O)N4CC(=C)C[C@H]4C=N5)c(OC)cc3C(=O)N2C1,4.4,train
CC(C)S(=O)(=O)n1c(N)nc2ccc(/C(=N\O)c3ccccc3)cc21,4.4,train
CC(C)S(=O)(=O)n1c(N)nc2ccc(/C(=N/O)c3ccccc3)cc21,4.4,train
O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12,4.4,train
COc1cc2cc(-c3ccc(CC(=O)Nc4cc(C(C)(C)C(F)(F)F)no4)cn3)cnc2cc1OC,4.4,train
CCOC(=O)c1ccc(OCCC2CCN(c3ccc(C)nn3)CC2)cc1,4.41,train
CCOc1noc2cc(OCCC3CCN(c4ccc(C)nn4)CC3)ccc12,4.41,train
COCOC(=O)[C@@H]1N2C(=O)[C@@H](N3C(=O)C(c4ccc(O)cc4)NC3(C)C)[C@H]2SC1(C)C,4.41,train
Cn1cc(C(=O)O)c2ccc(N3CCC(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)CC3)cc21,4.41,train
Cn1cc(-c2ccc3nnc(C(F)(F)c4ccc5ncccc5c4)n3n2)cn1,4.41,train
COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,4.42,train
Cc1nc(N(C)C(=O)Cc2ccc(-c3ccccn3)cc2)sc1S(N)(=O)=O,4.42,train
CN(C)c1cccc(-c2c3c(=O)n(-c4ccccc4Cl)[nH]c3cc(=O)n2C)c1,4.42,train
C[N+](C)([O-])CCC=C1c2ccccc2CCc2ccccc21,4.43,train
CC(C)CN(C)c1ccccc1C[S+]([O-])c1nc2ccccc2[nH]1,4.43,train
CC(Oc1cccc2ccccc12)/C(N)=N/O,4.43,train
Cc1cccc(Nc2cc(Cl)nc(N(C)C)n2)c1C,4.43,train
C[N+](C)([O-])CC/C=C1\c2ccccc2C=Cc2c(Cl)cccc21,4.43,train
CCOc1nc(N)nc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(OC(C)C)O[C@H]2[C@@]1(C)F,4.43,train
CCCc1nc(C)n2[nH]c(=O)nc2c1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,4.44,train
Nc1cccc(CN2C(=O)N(Cc3cccc(N)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1,4.44,train
Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,4.44,train
COc1ccc(-c2nc3c4ccccc4ccc3n2C(C)C)cc1,4.44,train
Cc1nnc2n1-c1sc(CCc3ccc(CC(C)C)cc3)cc1C(c1ccccc1Cl)=NC2C,4.45,test
Cc1cc(C)c(Nc2ccnc(Nc3ccc(C#N)cc3)n2)c(C)c1,4.45,train
Cn1cc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)[C@@H]3CC3(F)F)n2)cn1,4.45,train
C[N+](C)([O-])CCCN1c2ccccc2CCc2ccccc21,4.46,train
Cc1cc(Br)c(O)c2ncccc12,4.46,train
COc1ccc(/C=C2\CCCN=C2c2cccnc2)c(OC)c1,4.46,train
CC(C)COc1ccc(NC(=S)Nc2ccc(-c3ccccn3)cc2)cc1,4.47,test
COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,4.47,test
CC(CC#N)N(C)CC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1F,4.47,train
O=C(c1ccccn1)c1cnn2c(-c3ccncc3)ccnc12,4.47,train
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCn1ccnn1,4.47,train
CCOC(=O)COC1CCN(C(=O)[C@H](C)NC(=O)c2ccc(/C(N)=N/O)cc2)CC1,4.47,train
COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(N[C@@H](C)C(=O)OCC(C)(C)C)Oc2cccc3ccccc23)[C@@H](O)[C@@]1(C)O,4.47,train
CC[N+](C)(C)CCN(C)CC[N+](C)(C)CC,4.48,train
COc1ccc(NC(=S)N2CCc3c(sc4c3C(c3ccccc3Cl)=NCc3nnc(C)n3-4)C2)cc1,4.48,train
COc1cc(Nc2ncc(C)c(Nc3ccc4oc(=O)[nH]c4c3)n2)cc(C)c1F,4.48,train
CN(C)C(=O)[C@H]1C[C@@H]1c1ccc(-c2ncn(C)c2Sc2ccc(Cl)cn2)cc1,4.48,train
CN(C)C(=O)[C@H]1C[C@@H]1c1ccc(-c2ncn([11CH3])c2Sc2ccc(Cl)cn2)cc1,4.48,train
COCOC(=O)[C@@H]1N2C(=O)[C@@H](N3C(=O)C(c4ccccc4)NC3(C)C)[C@H]2SC1(C)C,4.49,train
COc1nc(N)nc2c1ncn2[C@H]1CC[C@@H](CO)O1,4.49,train
OCCn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1,4.49,train
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)CC1,4.49,train
COCCc1ccc(-c2c(C)nc3c(N4CCOCC4)ccnn23)cn1,4.49,train
Cc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2,4.5,train
Cc1nnc2n1-c1sc3c(c1C(c1ccccc1Cl)=NC2)CC(C(=O)N1CCOCC1)C3,4.51,train
CCCc1nc2c(n1Cc1ccc(-c3ccccc3-c3nnn[nH]3)cc1)C(=O)CCCC2,4.53,train
O=c1[nH]c2cnc(-n3cnc4ccc(F)cc43)nc2n1[C@@H]1CCOc2c(F)cccc21,4.53,train
FC(F)(c1ccc2ncccc2c1)c1nnc2ccc(-c3ccncc3)nn12,4.53,train
Cc1[nH]c2ccc(F)cc2c1-c1nc2c3cccnc3c3ncccc3c2[nH]1,4.54,train
Nc1ccc(C#Cc2cnn3c(C(F)(F)F)cc(-c4ccc(C(F)(F)F)cc4)nc23)cn1,4.54,train
CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,4.55,train
O=S(=O)(O)c1ccc2[nH]c(-c3ccccc3)nc2c1,4.55,train
S=C(NCCc1ccccn1)Nc1ccc(Br)cn1,4.55,train
C=CCNc1c(O)cc2c(O)c1C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)N2,4.55,train
CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F,4.55,train
Cc1nc(-c2cnc(NC(C)C)n(C)c2=O)ccc1Oc1ccnc(-c2cnn(C)c2)c1,4.55,train
COc1c(Nc2ccc(S(C)(=O)=O)nc2C)ncnc1OC1CCN(C(=O)OC(C)C)CC1,4.56,train
CNc1nc(-c2cccc(NC(=O)c3ccc(C(=O)OC)cc3)c2)c2cc(OC)c(OC)cc2n1,4.56,train
c1ccc(-c2cc(-c3ccncc3)c(N3CCN(c4ncccn4)CC3)nn2)cc1,4.56,train
Nc1nc2ccc(OC(F)(F)F)cc2s1,4.57,test
O=P(O)(O)C(Cc1ccccn1)P(=O)(O)O,4.57,train
Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,4.57,train
Cc1cc(-c2ccc(N)c(C)c2)ccc1N,4.58,train
Nc1nc2cc(-c3ccc4ncc(C(=O)N5CCOCC5)n4c3)ccc2o1,4.58,train
Cc1nn(C)c2c1C(c1cccc(Cl)c1)=NCCN2,4.58,train
Cc1cccc(Nc2cc(Cl)nc(NCC(=O)O)n2)c1C,4.59,train
CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,4.59,train
Cc1cc(C(=O)Nc2cc(Nc3ccc4c(/C=C/c5ccccn5)n[nH]c4c3)ccc2F)n(C)n1,4.59,train
Cc1cccc(-c2[nH]c(CNc3ccccc3F)nc2-c2ccc3ncnn3c2)n1,4.59,train
c1cncc(C2=NCCCC2)c1,4.6,train
CC(C)(Oc1ccc(Cl)cc1)C(=O)NC(=O)NCN1CCOCC1,4.6,train
C[N+](C)([O-])CCNc1ccc(NCC[N+](C)(C)[O-])c2c1C(=O)c1c(O)ccc(O)c1C2=O,4.6,train
O=C(O)C1=CS[C@@H]2/C(=C\c3cn4c(n3)COCC4)C(=O)N12,4.61,test
COc1ccc(-c2nc(-c3ccc(F)cc3F)[nH]c2-c2ccc(OC)cc2)cc1,4.61,train
O=C(O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12,4.61,train
CN1C(=O)CN2CCc3ccccc3C2c2cc(Cl)ccc21,4.62,train
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,4.62,train
CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(NC(=O)C(C)(C)CO)cc3)cccc12,4.62,train
CNC(=S)C1(c2cccc(C)n2)CCCS1,4.62,train
C/C=C(\c1ccccc1)c1ccc2nc(N)n(S(=O)(=O)C(C)C)c2c1,4.62,train
CNc1ccc(/C=C/c2ccc(OCCOCCOCC[18F])cc2)cc1,4.62,train
C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1,4.62,train
CNc1ccc(/C=C/c2ccc(OCCOCCOCC[18F])nc2)cc1,4.62,train
CNc1ccc(/C=C/c2ccc(OCCOCCOCCF)cc2)cc1,4.62,train
CNc1ccc(/C=C/c2ccc(OCCOCCOCCF)nc2)cc1,4.62,train
Cn1c(C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Br)cn5)n(C)c4c3)CCC2)nc2ccc(/C=C/C(=O)O)cc21,4.63,test
NS(=O)(=O)c1cncc(-c2nc(NCc3ccccn3)c3c(-c4ccccc4)cccc3n2)c1,4.63,train
CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,4.63,train
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,4.64,train
COc1ccc(Oc2cc(N(C)CCOc3ccc(CC4SC(=O)NC4=O)cc3)ncn2)cc1,4.64,train
C[C@@H]1COC(Nc2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)=N1,4.64,train
CCCCc1ccc2[nH]c(NC(=O)OC)nc2c1,4.65,test
CN(C)C(=O)CCNc1ccc(Br)cc1,4.65,train
Cn1c(COc2ccc(CC3SC(=O)NC3=O)cc2)nc2ccccc2c1=O,4.65,train
CC(C)Nc1cc(-c2c[nH]c(C(=O)N[C@H](CO)c3cccc(Cl)c3)c2)c(Cl)cn1,4.65,train
C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F,4.65,train
C/C(=N\O)c1ncc([C@@H](O)[C@H](O)[C@H](O)CO)[nH]1,4.65,train
COc1ccc2nc(COc3ccc(CC4SC(=O)NC4=O)cc3)n(C)c2c1,4.66,train
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,4.67,test
Cc1cc(Oc2ccc3nc(COc4ccc(CC5SC(=O)NC5=O)cc4)n(C)c3c2)cc(C)c1N,4.67,train
Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O,4.67,train
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O,4.67,train
OC[C@H]1O[C@@H](n2cnc3c(N[C@@H]4CCOC4)ncnc32)[C@H](O)[C@@H]1O,4.68,test
Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1,4.68,test
O=C1c2ccccc2N(C(=O)CN2CCOCC2)CN1c1ccccc1,4.68,train
C=C1C(=O)C2CCN1CC2,4.68,train
Cn1cnc([N+](=O)[O-])c1C[N+](C)(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(Cl)c(Br)c3)ncnc2cn1,4.68,train
COCc1c(-c2cc3cc(C)cc(OC)c3s2)c2c(N)ncnn2c1CN1CCNC(=O)C1,4.68,train
C=CC(=O)N(C)CCOc1c(N)ncnc1-c1cc(F)cc(NC(=O)c2ccc(C3CC3)cc2F)c1C,4.68,train
NC(=O)c1ccn2c1CS[C@@H]2c1cccnc1,4.69,train
CN(C)c1ccc(/C=C/c2scc(-c3ccc(-c4ccccc4)cc3)[n+]2C)cc1,4.69,train
CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4ccc(I)cc4)ncnc32)[C@H](O)[C@@H]1O,4.69,train
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1,4.69,train
O=C(c1ccccc1)c1cccc(NC(=O)c2ccn3c2CS[C@@H]3c2cccnc2)c1,4.69,train
Cc1ccc2c(Nc3cccc(Cl)c3F)nccc2c1NC(=O)c1csc2c(N)ncnc12,4.69,train
OCc1ccccn1,4.7,train
O=c1c(-n2ccnn2)c[nH]n1-c1cc(N2CCOCC2)ncn1,4.7,train
Cc1cc([N+](=O)[O-])c(NS(=O)(=O)c2cccc(C(=O)O)c2)cc1-c1cccnc1,4.7,train
[O-]c1c(-n2ccnn2)cnn1-c1cc(N2CCOCC2)ncn1,4.7,train
Nc1nc(OCc2ccccc2)c2nc[nH]c2n1,4.71,train
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@H](O)[C@@H]1O,4.71,train
CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccc(O)cc4)NC3(C)C)C(=O)N2[C@H]1C(=O)O,4.71,train
O=C(CCCCCCC(=O)Nc1ccc(CN[C@H](C(=O)OC2CCCC2)c2ccccc2)cc1)NO,4.71,train
CCC(C)(Oc1ccc(Cc2ccc(Cl)cc2)cc1)C(=O)OCc1cccnc1,4.72,train
CC(C)(Oc1ccc(Cl)cc1)C(=O)OCc1cccnc1,4.72,train
C[C@@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)OP(=O)(O)OP(=O)(O)O,4.72,train
Cc1ccc2nc(N)[nH]c(=O)c2c1Sc1ccncc1,4.72,train
CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2F)C(=S)N1c1ccc(CCCc2ncco2)nc1,4.73,test
CCCOc1ccc2[nH]c(NC(=O)OC)nc2c1,4.73,train
OCc1cccnc1,4.73,train
CC(C)(C)c1cc(CCCOCc2cccnc2)cc(C(C)(C)C)c1O,4.73,train
Nc1ncnc2c1ncn2CCOCP(=O)(O)OP(=O)(O)OP(=O)(O)O,4.73,train
Cc1cnc(C[S@@+]([O-])c2nc3ccccc3[nH]2)c(C)c1OCC1COC(C)(C)OC1,4.74,test
Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,4.74,train
CCCCOc1ccc(NC(=S)Nc2ccc(N(C)C)cc2)cc1,4.74,train
C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,4.74,train
COc1cc2ncnc(Nc3ccc(O)cc3)c2cc1OC,4.75,train
CC(C)c1nc(-c2ccccc2)cc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,4.75,train
CC(C)(C)N/C(=N\C#N)Nc1cccc(/C(=C\CCCC(=O)O)c2cccnc2)c1,4.75,train
CC(C)(C)c1cc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCO)ccc1N1CCCC1,4.75,train
CC(C)COc1cc(F)cc(-c2ccc(C(=O)NS(=O)(=O)c3ccccc3)c(N3C[C@@H](C)CC3(C)C)n2)c1,4.75,train
CCOC(=O)c1cnc2c(cnn2CC)c1NN=C(C)C,4.76,train
COc1ccc(-c2nc3cc(C4=NNC(=O)CC4C)ccc3[nH]2)cc1,4.76,train
C[C@H](Oc1cc2cc(F)ccc2nc1N)c1[nH]c(=O)ccc1-n1cccn1,4.76,train
COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,4.77,test
C=C(C)CNc1ccc(C(C)C(=O)O)cc1,4.77,train
COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,4.77,train
COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2n1,4.77,train
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1CN1CCOCC1,4.77,train
Nc1nc(N/N=C/C2CCCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,4.77,train
COc1ccc2c(c1)nc([S+]([O-])Cc1ncc(C)c(OC)c1C)n2S(=O)(=O)c1ccc(OCC(=O)O)cc1,4.77,train
COc1ccc2[n-]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1.COc1ccc2[n-]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1.[Sr+2],4.77,train
COc1ccc2[n-]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,4.77,train
COc1ccc2[n-]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,4.77,train
CCCCCCCCC/C=C/C=C/C(=O)NCC(=O)N[C@@H]1C(O)[C@H](O)C(Nc2ncnc3[nH]cnc23)OC1[C@H](O)CO,4.77,train
COc1ccc2[n-]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1.COc1ccc2[n-]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,4.77,train
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1N=C(C(C)(C)C)S[C@H]1C(=O)O,4.78,test
CCCCCC(C)C(C)c1cc(O)c2c(c1)OC(C)(C)C=C2c1ccncc1,4.78,train
N#Cc1cc(NC(=O)[C@H]2c3ccccc3C(=O)N(CC(F)(F)F)[C@@H]2c2cccnc2)ccc1F,4.78,train
CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)[O-],4.79,test
c1ccc(Cn2ccnc2-c2nnn[nH]2)cc1,4.79,train
CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)O,4.79,train
CN1C(=O)CC[C@H]1c1cccnc1,4.79,train
CN1C(=O)CC[C@H]1c1cccnc1.CN1C(=O)CC[C@H]1c1cccnc1,4.79,train
Cn1ncc2cc(-c3cc(CCC(=O)O)cc(N)c3OC3Cc4ccccc4C3)ccc21,4.8,train
CC(C)(Sc1ccncc1-c1ccc(C#N)c2ccccc12)C(=O)O,4.8,train
CCC(C)SSc1ncc[nH]1,4.81,test
C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,4.81,train
CN(Cc1cccnc1)C(=O)C(CO)c1ccccc1,4.81,train
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(c4cccnc4)=CC[C@@H]32)C1,4.81,train
COc1cccc(-c2nccc3[nH]c(=O)c(-c4noc(C)n4)cc23)c1,4.81,train
Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,4.82,test
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1N,4.82,test
CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,4.82,test
CCCC/N=C(/c1cc(Cl)ccc1O)c1ccccc1Cl,4.82,train
Cc1ccnc(NC(=O)C(C)c2cccc(C(=O)c3ccccc3)c2)c1,4.82,train
CC(O)C(=O)O.Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,4.82,train
O=C(O)CCC/C=C(\c1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1)c1cccnc1,4.82,train
O=C(O)CCCC/C=C(/c1ccccc1)c1cccnc1,4.82,train
CN1C(=O)COc2c1cnc1ccc(Sc3nnc4c(F)cc(-c5cnn(C)c5)cn34)cc21,4.82,train
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)NC3CCOCC3)nn2)cn1,4.82,train
CC[n+]1c(-c2ccc(-c3ccccc3)cc2)csc1/C=C/c1ccc(N2CCCC2)cc1,4.83,test
O=C(Nc1cc(Oc2cc(F)c(NC(=O)C3(C(=O)Nc4ccc(F)cc4)CC3)cc2F)ccn1)C1CC1,4.83,test
Oc1cccc2cccnc12,4.83,train
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,4.83,train
ClCCN(CCCl)CCCl,4.83,train
CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,4.83,train
O=C(O)c1cccnc1Nc1cccc(Cl)c1Cl,4.83,train
CCOC(=O)C1=C(c2ccc(-n3c(C)nc4cnccc43)cc2)NC(C)=C(C(=O)Nc2ccccn2)[C@H]1c1ccccc1Cl,4.83,train
CC(O)c1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,4.83,train
C[C@@H](Nc1cc(NS(=O)(=O)N2CCC2)nc(SCc2cccc(F)c2F)n1)[C@@H](O)CO,4.83,train
Oc1cccc2cccnc12.Oc1cccc2cccnc12,4.83,train
CCOC(=O)NC(=N)NC(=O)Cc1c(Cl)cccc1Cl,4.83,train
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS,4.84,train
O=C(/C=C/c1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1,4.84,train
Nc1cc(F)ccc1NC(=O)c1ccc(CNC(=O)/C=C/c2cccnc2)cc1,4.84,train
c1cnc(SCc2cccnc2)nc1,4.85,train
COc1ccc2c(c1)c(CC(=O)SCc1cccnc1)c(C)n2C(=O)c1ccc(Cl)cc1,4.85,train
O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,4.86,train
CCOC(=O)CN1CCN(C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)CC1,4.86,train
C/C(=N\Nc1ccc(S(C)(=O)=O)cc1)c1ccc2c(c1)C(C)(C)CCC2(C)C,4.86,train
CCOCCn1nc(C(=O)NS(C)(=O)=O)c2nc(N(C)CC)nc(Nc3cc(C)ccn3)c21,4.86,train
O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,4.86,train
O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,4.86,train
Nc1cc(-c2ccncc2)c[nH]c1=O,4.87,train
CC(C)(C(=O)c1cccnc1)c1cccnc1,4.87,train
CC(O)C(=O)O.Nc1cc(-c2ccncc2)c[nH]c1=O,4.87,train
